question,cypher,data_source,instance_id,database_reference_alias
List the first 5 movies with at least three different languages listed.,"MATCH (m:Movie) WHERE size(m.languages) >= 3 RETURN m.title, m.languages LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35544,neo4jlabs_demo_db_recommendations
What are the names of the first 3 products that have a unit price less than 5 and are discontinued?,MATCH (p:Product) WHERE p.unitPrice < 5 AND p.discontinued = true RETURN p.productName LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20546,neo4jlabs_demo_db_northwind
What are the three most common product categories ordered in 'Reims'?,"MATCH (o:Order)-[:ORDERS]->(p:Product)-[:PART_OF]->(c:Category) WHERE o.shipCity = 'Reims' RETURN c.categoryName, COUNT(p) AS orderCount ORDER BY orderCount DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43975,neo4jlabs_demo_db_northwind
Which 3 originator banks have the most filings associated with them?,"MATCH (f:Filing)-[:ORIGINATOR]->(e:Entity) RETURN e.name AS OriginatorBank, count(f) AS NumberOfFilings ORDER BY NumberOfFilings DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21443,neo4jlabs_demo_db_fincen
Which movies released after 2010 have a budget over 100 million? Limit to 5 movies.,"MATCH (m:Movie) WHERE m.year > 2010 AND m.budget > 100000000 RETURN m.title, m.year, m.budget LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_41960,neo4jlabs_demo_db_recommendations
List the top 5 orders with the most products ordered.,"MATCH (o:Order)-[r:ORDERS]->(p:Product) WITH o, count(p) AS products_ordered ORDER BY products_ordered DESC LIMIT 5 RETURN o AS Order, products_ordered AS NumberOfProductsOrdered",neo4jLabs_synthetic_gpt4turbo,instance_id_20423,neo4jlabs_demo_db_northwind
How many streams have a follower count between 10000 and 50000?,MATCH (s:Stream) WHERE s.followers >= 10000 AND s.followers <= 50000 RETURN count(s),neo4jLabs_synthetic_claudeopus,instance_id_37004,neo4jlabs_demo_db_twitch
Find the officer with the icij_id 'C0FCC85C73FE8405CBF5FD732A6787E5'.,MATCH (o:Officer {icij_id: 'C0FCC85C73FE8405CBF5FD732A6787E5'}) RETURN o.name,neo4jLabs_synthetic_gemini,instance_id_30912,neo4jlabs_demo_db_offshoreleaks
"How many teams have more than 10 streams with ""en"" as a language?","MATCH (s:Stream)-[:HAS_LANGUAGE]->(l:Language) WHERE l.name = ""en"" WITH s, l MATCH (s)-[:HAS_TEAM]->(t:Team) WITH t, count(s) AS streamCount WHERE streamCount > 10 RETURN count(*) AS teamCount",neo4jLabs_synthetic_gemini,instance_id_33978,neo4jlabs_demo_db_twitch
What are the names of the Software dependencies of the Application with the name 'webapp'?,MATCH (a:Application {name: 'webapp'})-[:INSTANCE]->(s:Software) RETURN DISTINCT s.name,neo4jLabs_synthetic_gemini,instance_id_32416,neo4jlabs_demo_db_network
What are the first 3 streams that have a team with a creation date after 2015?,"MATCH (s:Stream)-[:HAS_TEAM]->(t:Team) WHERE t.createdAt > datetime('2015-01-01') RETURN s.name AS stream, t.name AS team, t.createdAt AS teamCreatedAt ORDER BY t.createdAt LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_36617,neo4jlabs_demo_db_twitch
What are the names of the top 5 streams with the highest follower counts?,"MATCH (s:Stream) RETURN s.name AS stream_name, s.followers AS follower_count ORDER BY follower_count DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_37426,neo4jlabs_demo_db_twitch
What is the average number of Services per Machine?,"MATCH (m:Machine)-[:RUNS]->(s:Service) WITH m, count(s) AS servicesPerMachine WITH avg(servicesPerMachine) AS averageServicesPerMachine RETURN averageServicesPerMachine",neo4jLabs_synthetic_gemini,instance_id_32445,neo4jlabs_demo_db_network
Which 3 directors were born in the same country they directed their first movie?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE d.bornIn IS NOT NULL AND d.bornIn IN m.countries WITH d, m ORDER BY m.year RETURN d.name AS director, d.bornIn AS bornCountry, m.title AS firstMovie   LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_35294,neo4jlabs_demo_db_recommendations
Who are the beneficiaries in Filings that have an originator bank from 'Angola'?,MATCH (f:Filing)-[:BENEFITS]->(e:Entity) WHERE f.originator_bank_country = 'Angola' RETURN e.name AS Beneficiary,neo4jLabs_synthetic_gpt4turbo,instance_id_21392,neo4jlabs_demo_db_fincen
Which 5 movies had their entire plot translated into more than one language?,"MATCH (m:Movie) WHERE size(m.languages) > 1 RETURN m.title AS MovieTitle, m.languages AS TranslatedLanguages ORDER BY size(m.languages) DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_42689,neo4jlabs_demo_db_recommendations
"""what the range of movie released year""","MATCH (m:Movie) RETURN min(m.released) AS EarliestYear, max(m.released) AS LatestYear",neo4j_crowdsourced,instance_id_27418,neo4jlabs_demo_db_movies
List all the movies where the character 'Woody' appears.,"MATCH (p:Person)-[r:CAST_FOR]->(m:Movie) WHERE r.character CONTAINS 'Woody' RETURN m.title AS movie, r.character AS character",neo4jLabs_synthetic_claudeopus,instance_id_38299,neo4jlabs_demo_db_eoflix
List the first 3 tweets with a creation date on '2021-03-16'.,MATCH (t:Tweet) WHERE t.created_at >= datetime('2021-03-16') AND t.created_at < datetime('2021-03-17')  RETURN t LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_37149,neo4jlabs_demo_db_twitter
List the top 5 Filings with the highest amounts.,MATCH (f:Filing) RETURN f ORDER BY f.amount DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_26833,neo4jlabs_demo_db_fincen
List the top 5 movies with a poster path ending in '.jpg'.,"MATCH (m:Movie) WHERE m.poster_path IS NOT NULL AND m.poster_path ENDS WITH '.jpg' RETURN m.title, m.poster_path ORDER BY m.popularity DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_34864,neo4jlabs_demo_db_eoflix
Can you find movies that are part of the 'Toy Story Collection'?,"MATCH (m:Movie)-[:IN_COLLECTION]->(c:Collection {name: 'Toy Story Collection'}) RETURN m.title AS MovieTitle, m.release_date AS ReleaseDate, m.overview AS Overview",neo4jLabs_synthetic_gpt4o,instance_id_39634,neo4jlabs_demo_db_eoflix
"What is the average IMDB rating of movies released in the same country as ""Boxtrolls, The""?","MATCH (m:Movie {title: ""Boxtrolls, The""}) WITH m.countries AS countries MATCH (otherMovie:Movie) WHERE any(country IN countries WHERE country IN otherMovie.countries) WITH avg(otherMovie.imdbRating) AS averageRating RETURN averageRating",neo4jLabs_synthetic_gemini,instance_id_29858,neo4jlabs_demo_db_recommendations
"Find the movies that have been directed by directors who have also directed a movie with ""Meryl Streep"".","MATCH (actor:Actor {name: ""Meryl Streep""})-[:ACTED_IN]->(movie:Movie)<-[:DIRECTED]-(director:Director) WITH DISTINCT director MATCH (director)-[:DIRECTED]->(otherMovie:Movie) RETURN DISTINCT otherMovie.title",neo4jLabs_synthetic_gemini,instance_id_29543,neo4jlabs_demo_db_recommendations
Which actor has the most unique roles?,"MATCH (a:Actor)-[:ACTED_IN]->(m:Movie) WITH a, count(DISTINCT m) AS distinctRoles WITH a, distinctRoles ORDER BY distinctRoles DESC RETURN a.name, distinctRoles LIMIT 1",neo4jLabs_synthetic_gemini,instance_id_29840,neo4jlabs_demo_db_recommendations
Which 5 directors have directed at least 5 movies with an IMDb rating above 7.0?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE m.imdbRating > 7.0 WITH d, count(m) AS movieCount WHERE movieCount >= 5 RETURN d.name AS Director, movieCount ORDER BY movieCount DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_42750,neo4jlabs_demo_db_recommendations
Which five filings involved a beneficiary bank from the United Kingdom with amounts over 2 million USD?,"MATCH (f:Filing)-[:BENEFITS]->(e:Entity)-[:COUNTRY]->(c:Country) WHERE c.name = ""United Kingdom"" AND f.amount > 2000000 RETURN f ORDER BY f.amount DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_41080,neo4jlabs_demo_db_fincen
Find the first 3 tweets where 'neo4j' is mentioned and the tweet is a retweet.,MATCH (t:Tweet)-[:MENTIONS]->(:User {screen_name: 'neo4j'}) WHERE exists{ (t)-[:RETWEETS]->(:Tweet) } RETURN t LIMIT 3,neo4jLabs_synthetic_claudeopus,instance_id_37260,neo4jlabs_demo_db_twitter
List the top 5 users who are moderators for the most streams.,"MATCH (u:User)-[:MODERATOR]->(s:Stream) WITH u, count(s) AS num_moderated_streams ORDER BY num_moderated_streams DESC LIMIT 5 RETURN u.name AS user, num_moderated_streams",neo4jLabs_synthetic_claudeopus,instance_id_37465,neo4jlabs_demo_db_twitch
Identify directors who have never directed a movie rated under 6 on IMDb.,MATCH (d:Director) WHERE NOT exists {   (d)-[:DIRECTED]->(m:Movie)   WHERE m.imdbRating < 6 } RETURN d.name AS director,neo4jLabs_synthetic_claudeopus,instance_id_35211,neo4jlabs_demo_db_recommendations
What are the top 5 movies with the most languages available?,"MATCH (m:Movie) RETURN m.title AS title, size(m.languages) AS language_count ORDER BY language_count DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_42610,neo4jlabs_demo_db_recommendations
Show entities that were last edited on the same timestamp as 'Top Games Holdings Inc.',MATCH (e1:Entity {name: 'Top Games Holdings Inc.'}) MATCH (e2:Entity) WHERE e1.lastEditTimestamp = e2.lastEditTimestamp AND e1.node_id <> e2.node_id RETURN e2,neo4jLabs_synthetic_gpt4turbo,instance_id_21221,neo4jlabs_demo_db_offshoreleaks
List the first 3 entities that have filed the most number of filings concerning banks in 'Singapore'.,"MATCH (e:Entity)-[:FILED]->(f:Filing)-[:CONCERNS]->(b:Entity)-[:COUNTRY]->(c:Country {name: 'Singapore'}) WITH e, COUNT(f) AS num_filings ORDER BY num_filings DESC LIMIT 3 RETURN e.name AS entity_name, num_filings",neo4jLabs_synthetic_gpt4o,instance_id_41069,neo4jlabs_demo_db_fincen
Which users follow 'Neo4j' and have tweeted more than 500 times? Show the first 3.,MATCH (u:User)-[:FOLLOWS]->(m:Me {name: 'Neo4j'}) WHERE u.statuses > 500 RETURN u LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24829,neo4jlabs_demo_db_twitter
Which 3 movies have the most diverse cast in terms of gender?,"MATCH (p:Person)-[cf:CAST_FOR]->(m:Movie) WITH m, count(DISTINCT p.gender) AS genderDiversity ORDER BY genderDiversity DESC RETURN m.title, m.id, genderDiversity LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_23485,neo4jlabs_demo_db_eoflix
Which filings involve a beneficiary bank and originator bank from the same country?,MATCH (f:Filing) WHERE f.originator_bank_country = f.beneficiary_bank_country RETURN f,neo4jLabs_synthetic_gpt4o,instance_id_41357,neo4jlabs_demo_db_fincen
Which users from 'Graphs Are Everywhere' have posted the most tweets?,"MATCH (u:User {location: 'Graphs Are Everywhere'}) MATCH (u)-[:POSTS]->(t:Tweet) RETURN u.screen_name AS user, count(t) AS num_tweets ORDER BY num_tweets DESC LIMIT 10",neo4jLabs_synthetic_claudeopus,instance_id_37230,neo4jlabs_demo_db_twitter
Find the streams that have a followers to total view count ratio greater than 0.05 and are part of a team.,MATCH (s:Stream) WHERE s.followers / toFloat(s.total_view_count) > 0.05 AND EXISTS((s)-[:HAS_TEAM]->(:Team)) RETURN s.name,neo4jLabs_synthetic_gemini,instance_id_34061,neo4jlabs_demo_db_twitch
What are the top 3 movies released during the Christmas season (December)?,MATCH (m:Movie) WHERE m.released STARTS WITH '12-' OR m.released CONTAINS '-12-' RETURN m ORDER BY m.released LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_25931,neo4jlabs_demo_db_recommendations
Find all streams that have at least one 'CHATTER' and one 'MODERATOR'.,MATCH (s:Stream)-[:CHATTER]->() MATCH (s)-[:MODERATOR]->() RETURN DISTINCT s,neo4jLabs_synthetic_gemini,instance_id_33691,neo4jlabs_demo_db_twitch
What are the first 3 services running on machine 'DC1-RCK-1-1-M-1'?,MATCH (m:Machine {name: 'DC1-RCK-1-1-M-1'})-[:RUNS]->(s:Service) RETURN s LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20887,neo4jlabs_demo_db_network
List the different service providers in the database.,MATCH (e:Entity) WITH DISTINCT e.service_provider AS service_provider RETURN collect(service_provider) AS service_providers,neo4jLabs_synthetic_gemini,instance_id_30582,neo4jlabs_demo_db_offshoreleaks
Who are the suppliers for the product with ID '3'?,"MATCH (p:Product {productID: '3'})<-[:SUPPLIES]-(s:Supplier) RETURN s.companyName AS supplierName, s.contactName AS contactPerson, s.phone AS contactPhone",neo4jLabs_synthetic_gpt4o,instance_id_44703,neo4jlabs_demo_db_northwind
List all games that have been played by streams associated with the 'ESO Stream Team'.,MATCH (team:Team {name: 'ESO Stream Team'})<-[:HAS_TEAM]-(stream:Stream)-[:PLAYS]->(game:Game) RETURN DISTINCT game.name AS game_name,neo4jLabs_synthetic_gpt4o,instance_id_43411,neo4jlabs_demo_db_twitch
Name the top 5 movies that have an IMDb ID starting with 'tt'.,"MATCH (m:Movie) WHERE m.imdb_id STARTS WITH 'tt' RETURN m.title, m.imdb_id ORDER BY m.popularity DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_39733,neo4jlabs_demo_db_eoflix
Name the first 3 services that listen to port 80.,MATCH (s:Service)-[:LISTENS]->(p:Port {port: 80}) RETURN s.name LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_20156,neo4jlabs_demo_db_network
List the first 3 entities that originated filings with an amount over 100 million USD.,"MATCH (e:Entity)-[:FILED]->(f:Filing) WHERE f.amount > 100000000 RETURN e.name AS EntityName, f.amount AS Amount ORDER BY f.amount DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_41415,neo4jlabs_demo_db_fincen
"What are the top 5 countries by the number of filings where the amount is between 100,000 and 1,000,000?","MATCH (f:Filing)-[:ORIGINATOR|:BENEFITS|:CONCERNS]->(e:Entity)-[:COUNTRY]->(c:Country) WHERE f.amount >= 100000 AND f.amount <= 1000000 WITH c.name AS country, COUNT(f) AS filings_count RETURN country, filings_count ORDER BY filings_count DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_41164,neo4jlabs_demo_db_fincen
Which users have given a rating of less than 3.0 to any movie?,MATCH (u:User)-[r:RATED]->(m:Movie) WHERE r.rating < 3.0 RETURN DISTINCT u,neo4jLabs_synthetic_claudeopus,instance_id_35665,neo4jlabs_demo_db_recommendations
Identify the top 5 hashtags used in tweets that 'Neo4j' has retweeted.,"MATCH (u:User {name: ""Neo4j""})-[:POSTS]->(:Tweet)-[:RETWEETS]->(rt:Tweet)-[:TAGS]->(h:Hashtag) RETURN h.name, count(h) AS usage ORDER BY usage DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_24823,neo4jlabs_demo_db_twitter
List the top 5 countries that have produced the most movies in the 'Comedy' genre.,"MATCH (c:Country)<-[:PRODUCED_IN_COUNTRY]-(m:Movie)-[:IN_GENRE]->(:Genre {name: 'Comedy'}) RETURN c.name AS country, count(m) AS comedyMovies ORDER BY comedyMovies DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_34936,neo4jlabs_demo_db_eoflix
What is the start time of the process running on machine 'DC1-RCK-4-9-M-103'?,MATCH (m:Machine {name: 'DC1-RCK-4-9-M-103'})-[:RUNS]->(p:Process) RETURN p.startTime,neo4jLabs_synthetic_gpt4o,instance_id_44053,neo4jlabs_demo_db_network
What are the top 5 movies that were produced by 'Pixar Animation Studios'?,MATCH (m:Movie)-[:PRODUCED_BY]->(pc:ProductionCompany {name: 'Pixar Animation Studios'}) RETURN m ORDER BY m.average_vote DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_20899,neo4jlabs_demo_db_eoflix
What is the name of the data center that contains the machine running the process with PID 8966?,MATCH (p:Process {pid: 8966})<-[:RUNS]-(m:Machine)<-[:HOLDS]-(r:Rack)<-[:CONTAINS]-(dc:DataCenter) RETURN dc.name,neo4jLabs_synthetic_gemini,instance_id_31614,neo4jlabs_demo_db_network
List the first 3 adult films sorted by runtime in descending order.,MATCH (a:Adult) WHERE a.runtime IS NOT NULL RETURN a ORDER BY a.runtime DESC LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_23491,neo4jlabs_demo_db_eoflix
Which users have a betweenness higher than 300000000?,MATCH (u:User) WHERE u.betweenness > 300000000 RETURN u,neo4jLabs_synthetic_gpt4turbo,instance_id_24295,neo4jlabs_demo_db_twitter
List the first 3 categories where the average units in stock per product is less than 20.,"MATCH (p:Product)-[:PART_OF]->(c:Category) WITH c, AVG(p.unitsInStock) AS avgUnitsInStock WHERE avgUnitsInStock < 20 RETURN c LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_20579,neo4jlabs_demo_db_northwind
List all orders with a freight cost less than 10.,"MATCH (o:Order) WHERE toFloat(o.freight) < 10 RETURN o.orderID AS orderID, o.shipName AS shipName, o.requiredDate AS requiredDate, o.shipCity AS shipCity,         o.shipPostalCode AS shipPostalCode, o.shippedDate AS shippedDate, o.freight AS freight,         o.orderDate AS orderDate, o.shipAddress AS shipAddress, o.customerID AS customerID,         o.shipCountry AS shipCountry, o.shipVia AS shipVia, o.shipRegion AS shipRegion",neo4jLabs_synthetic_gpt4o,instance_id_45047,neo4jlabs_demo_db_northwind
What are the first 3 movies with the most associated cast members?,"MATCH (m:Movie)<-[:CAST_FOR]-(p:Person) RETURN m.title AS movie, count(p) AS cast_size ORDER BY cast_size DESC LIMIT 3",neo4jLabs_synthetic_claudeopus,instance_id_34932,neo4jlabs_demo_db_eoflix
Which 3 directors have directed the most movies with a runtime over 150 minutes?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WHERE m.runtime > 150 WITH d, count(m) AS movies_count ORDER BY movies_count DESC LIMIT 3 RETURN d.name, movies_count",neo4jLabs_synthetic_gpt4turbo,instance_id_26169,neo4jlabs_demo_db_recommendations
Which 5 orders have the most distinct products included?,"MATCH (o:Order)-[r:ORDERS]->(p:Product) WITH o, count(DISTINCT p) AS distinctProducts ORDER BY distinctProducts DESC LIMIT 5 RETURN o.orderID, distinctProducts",neo4jLabs_synthetic_gpt4turbo,instance_id_21907,neo4jlabs_demo_db_northwind
Which person has the most followers?,"MATCH (p:Person)<-[:FOLLOWS]-(follower:Person) WITH p, COUNT(follower) AS followerCount RETURN p.name AS person, followerCount ORDER BY followerCount DESC LIMIT 1",neo4jLabs_synthetic_gpt4o,instance_id_40044,neo4jlabs_demo_db_movies
How many entities have 'Hong Kong' listed both as their country and jurisdiction description?,MATCH (e:Entity) WHERE e.countries = 'Hong Kong' AND e.jurisdiction_description = 'Hong Kong' RETURN count(e) AS NumberOfEntities,neo4jLabs_synthetic_gpt4turbo,instance_id_21288,neo4jlabs_demo_db_offshoreleaks
Which movies are categorized under the genre 'Animation'?,MATCH (m:Movie)-[:IN_GENRE]->(g:Genre {name: 'Animation'}) RETURN m.title,neo4jLabs_synthetic_claudeopus,instance_id_35162,neo4jlabs_demo_db_eoflix
Can you list all genres that a movie with the title 'Toy Story' falls under?,MATCH (m:Movie {title: 'Toy Story'})-[:IN_GENRE]->(g:Genre) RETURN g.name AS genre,neo4jLabs_synthetic_claudeopus,instance_id_35979,neo4jlabs_demo_db_recommendations
"What is the average amount of filings where the originator bank is ""CIMB Bank Berhad""?","MATCH (f:Filing {originator_bank: ""CIMB Bank Berhad""}) WITH avg(f.amount) AS averageAmount RETURN averageAmount",neo4jLabs_synthetic_gemini,instance_id_28280,neo4jlabs_demo_db_fincen
Which movies have been directed by someone who has also acted in them?,"MATCH (m:Movie)<-[:DIRECTED]-(p:Person)-[:ACTED_IN]->(m) RETURN m.title AS movie, p.name AS person",neo4jLabs_synthetic_claudeopus,instance_id_38200,neo4jlabs_demo_db_movies
List the names of all entities that have a registered address in 'Samoa' and an officer with country_codes 'WSM'.,MATCH (e:Entity)-[r:registered_address]->(a:Address)  WHERE a.countries = 'Samoa'  MATCH (e)<-[:officer_of]-(o:Officer)  WHERE o.country_codes = 'WSM' RETURN e.name,neo4jLabs_synthetic_gemini,instance_id_30893,neo4jlabs_demo_db_offshoreleaks
What are the prices of the packages named 'Gold' and 'Platinum'?,"MATCH (p:Package) WHERE p.name IN ['Gold', 'Platinum'] RETURN p.name AS package, p.price AS price",neo4jLabs_synthetic_claudeopus,instance_id_34963,neo4jlabs_demo_db_eoflix
Which directors have directed movies in more than three different languages?,"MATCH (d:Director)-[:DIRECTED]->(m:Movie) WITH d, collect(DISTINCT m.languages) AS languages WHERE size(apoc.coll.flatten(languages)) > 3 RETURN d.name AS Director, size(apoc.coll.flatten(languages)) AS NumberOfLanguages",neo4jLabs_synthetic_gpt4o,instance_id_42642,neo4jlabs_demo_db_recommendations
List the top 5 products by units on order in the 'Seafood' category.,"MATCH (p:Product)-[:PART_OF]->(c:Category {categoryName: 'Seafood'}) RETURN p.productName, p.unitsOnOrder ORDER BY p.unitsOnOrder DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_45226,neo4jlabs_demo_db_northwind
Which users are moderators in streams that play 'Rust'?,MATCH (u:User)-[:MODERATOR]->(s:Stream)-[:PLAYS]->(g:Game {name: 'Rust'}) RETURN u,neo4jLabs_synthetic_gpt4turbo,instance_id_25530,neo4jlabs_demo_db_twitch
What is the average number of words in a movie tagline?,"MATCH (m:Movie)  WITH avg(size(split(m.tagline, "" ""))) AS averageNumberOfWords RETURN averageNumberOfWords",neo4jLabs_synthetic_gemini,instance_id_32997,neo4jlabs_demo_db_movies
What are the IP addresses of zones in zone 4?,MATCH (z:Zone {zone: 4}) RETURN z.ip AS ip_addresses,neo4jLabs_synthetic_gpt4o,instance_id_43907,neo4jlabs_demo_db_network
List the intermediaries that have a source ID of 'Panama Papers' and are active.,MATCH (i:Intermediary) WHERE i.sourceID = 'Panama Papers' AND i.status = 'ACTIVE' RETURN i.name AS intermediary_name,neo4jLabs_synthetic_gpt4o,instance_id_44289,neo4jlabs_demo_db_offshoreleaks
List the top 5 actors based on the number of leading roles they have had in movies.,"MATCH (p:Person)-[r:CAST_FOR]->(m:Movie) WHERE r.order = 0 RETURN p.name AS actor, COUNT(m) AS leading_roles ORDER BY leading_roles DESC LIMIT 5",neo4jLabs_synthetic_gpt4o,instance_id_39453,neo4jlabs_demo_db_eoflix
Name the top 5 production companies by the number of movies produced.,"MATCH (pc:ProductionCompany)-[:PRODUCED_BY]-(m:Movie) RETURN pc.name, count(m) AS movies_produced ORDER BY movies_produced DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_23203,neo4jlabs_demo_db_eoflix
What is the total revenue of movies directed by Anthony Stacchi?,"MATCH (d:Director {name: ""Anthony Stacchi""})-[:DIRECTED]->(m:Movie) RETURN sum(m.revenue)",neo4jLabs_synthetic_gemini,instance_id_29731,neo4jlabs_demo_db_recommendations
What are the names of the top 3 hashtags used in tweets about technology?,"MATCH (t:Tweet)-[:TAGS]->(h:Hashtag) WHERE t.text CONTAINS ""technology"" RETURN h.name AS hashtag, COUNT(*) AS usage_count ORDER BY usage_count DESC LIMIT 3",neo4jLabs_synthetic_gpt4o,instance_id_43126,neo4jlabs_demo_db_twitter
Who are the producers of movies with a tagline containing 'limits'?,"MATCH (p:Person)-[:PRODUCED]->(m:Movie) WHERE m.tagline CONTAINS 'limits' RETURN p.name AS ProducerName, m.title AS MovieTitle",neo4jLabs_synthetic_gpt4turbo,instance_id_23292,neo4jlabs_demo_db_movies
Which 5 countries have the highest number of filings involving transactions above $2 million?,"MATCH (f:Filing)-[:CONCERNS|:ORIGINATOR|:BENEFITS]->(e:Entity)-[:COUNTRY]->(c:Country) WHERE f.amount > 2000000 RETURN c.name AS Country, count(f) AS NumberOfFilings ORDER BY NumberOfFilings DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_21543,neo4jlabs_demo_db_fincen
List the first 3 countries where the most English language movies are produced.,"MATCH (m:Movie)-[:PRODUCED_IN_COUNTRY]->(c:Country) WHERE exists{(m)-[:ORIGINAL_LANGUAGE]->(:Language {id: ""en""})} RETURN c.name, count(m) AS movie_count ORDER BY movie_count DESC LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_21040,neo4jlabs_demo_db_eoflix
List all movies reviewed with a summary containing 'journey'.,MATCH (p:Person)-[r:REVIEWED]->(m:Movie) WHERE r.summary CONTAINS 'journey' RETURN m.title,neo4jLabs_synthetic_gpt4o,instance_id_40026,neo4jlabs_demo_db_movies
What are the top 5 movies directed by directors born in the USA?,"MATCH (d:Director {bornIn: ""USA""})-[:DIRECTED]->(m:Movie) RETURN m.title AS MovieTitle, m.year AS ReleaseYear ORDER BY m.year DESC LIMIT 5",neo4jLabs_synthetic_gpt4turbo,instance_id_25406,neo4jlabs_demo_db_recommendations
List the first 3 users who have been retweeted by 'Neo4j' and have more than 500 followers.,MATCH (me:User {name: 'Neo4j'})-[:POSTS]->(:Tweet)-[:RETWEETS]->(tweet:Tweet)-[:MENTIONS]->(user:User) WHERE user.followers > 500 RETURN user LIMIT 3,neo4jLabs_synthetic_gpt4turbo,instance_id_24815,neo4jlabs_demo_db_twitter
What is the country code of the entity that originated the filing with the highest amount?,MATCH (f:Filing) WITH f ORDER BY f.amount DESC LIMIT 1 MATCH (f)-[:ORIGINATOR]->(e:Entity)-[:COUNTRY]->(c:Country) RETURN c.code,neo4jLabs_synthetic_gemini,instance_id_28979,neo4jlabs_demo_db_fincen
What is the average revenue of movies released in 1995?,MATCH (m:Movie) WHERE date(m.release_date).year = 1995 RETURN avg(m.revenue) AS average_revenue,neo4jLabs_synthetic_gemini,instance_id_34313,neo4jlabs_demo_db_eoflix
Which 5 streams have the highest total view count?,MATCH (s:Stream) RETURN s ORDER BY s.total_view_count DESC LIMIT 5,neo4jLabs_synthetic_gpt4turbo,instance_id_25609,neo4jlabs_demo_db_twitch
What are the top 5 movies with the longest plots?,"MATCH (m:Movie) WHERE m.plot IS NOT NULL RETURN m.title, m.plot ORDER BY size(m.plot) DESC LIMIT 5",neo4jLabs_synthetic_claudeopus,instance_id_35321,neo4jlabs_demo_db_recommendations
"What is the average number of votes for movies with ""The"" in the title?",MATCH (m:Movie) WHERE m.title CONTAINS 'The' RETURN avg(m.votes),neo4jLabs_synthetic_gemini,instance_id_33119,neo4jlabs_demo_db_movies
"List the titles of movies that belong to the ""Adventure"" genre.",MATCH (g:Genre {name: 'Adventure'})<-[:IN_GENRE]-(m:Movie) RETURN m.title,neo4jLabs_synthetic_gemini,instance_id_29296,neo4jlabs_demo_db_recommendations
What are the first 3 adult videos with exactly one keyword?,"MATCH (a:Adult)-[:HAS_KEYWORD]->(k:Keyword) WITH a, count(k) AS keywordCount WHERE keywordCount = 1 RETURN a LIMIT 3",neo4jLabs_synthetic_gpt4turbo,instance_id_23201,neo4jlabs_demo_db_eoflix
List the top 5 intermediaries with the highest number of 'intermediary_of' relationships to entities with a 'jurisdiction' of 'SAM'.,"MATCH (i:Intermediary)-[r:intermediary_of]->(e:Entity) WHERE e.jurisdiction = 'SAM' WITH i, count(r) AS relationshipCount ORDER BY relationshipCount DESC LIMIT 5 RETURN i.name, relationshipCount",neo4jLabs_synthetic_gemini,instance_id_30706,neo4jlabs_demo_db_offshoreleaks
